Name,Speciality,Degree,Experience,Locality,City,Score,NumberOfReviews,NumberOfStories,Fee
Dr. Vinu Raj,Orthopedist,"MBBS, MRCS (UK), FRCS - Trauma & Orthopedic Surgery",21,Nagasandra,Bangalore,100,0,1,400
Dr. Narendra Rangappa,Orthopedist,"MBBS, MS - Orthopaedics",22,Malleswaram,Bangalore,25,0,2,650
Dr. Manohar C V,Orthopedist,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",21,Sarjapur Road,Bangalore,67,0,1,850
Dr. Ashish Philip Zachariah,Orthopedist,"MBBS, MS - Orthopaedics",13,JP Nagar,Bangalore,100,0,4,650
Dr. Abhinandan,Orthopedist,"MBBS, MS - Orthopaedics",11,Rajarajeshwarinagar,Bangalore,100,0,1,500
Dr. Manjunath B V,Orthopedist,"MBBS, DNB - Orthopedics/Orthopedic Surgery",11,Malleswaram,Bangalore,0,0,0,650
Dr. Swagatesh Bastia,Orthopedist,"MBBS, MS - Orthopaedics",10,Sadashivanagar,Bangalore,100,0,1,500
Dr. Nagaraja H S,Orthopedist,"MBBS, MS - Orthopaedics",14,Sarjapur Road,Bangalore,0,0,0,500
Dr. Mallesh M,Orthopedist,"MS - Orthopaedics, MBBS",11,Sarjapur Road,Bangalore,100,0,1,650
Dr. Venkatesh Rathod,Orthopedist,"MBBS, Diploma in Orthopaedics",14,Kumaraswamy Layout,Bangalore,100,0,2,650
Dr. Ambareesh P,Orthopedist,"MBBS, MS - Orthopaedics",12,HRBR Layout,Bangalore,0,0,0,600
Dr. Harsha G N,Orthopedist,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",13,JP Nagar,Bangalore,50,0,2,650
Dr. Rohan Nambiar,Orthopedist,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",12,Ashoknagar,Bangalore,0,0,0,800
Dr. Veeresh Patage,Orthopedist,"MBBS, MS - Orthopaedics",10,Ashoknagar,Bangalore,0,0,0,800
Dr. Raghu Nagaraj,Orthopedist,"MBBS, MS - Orthopaedics",19,Cunningham Road,Bangalore,95,60,29,700
Dr. Faraz Ahmed Syed,Orthopedist,"MBBS, MS - Orthopaedics",11,T Dasarahalli,Bangalore,100,0,3,500
Dr. Deepak Devakar,Dermatologist,"MBBS, DDVL",18,JP Nagar,Bangalore,98,2445,574,600
Dr. Asmita Dhekne Chebbi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Koramangala 5 Block,Bangalore,98,504,251,600
Dr. Parthasarathi Dutta Roy,Dermatologist,"MBBS, DDVL, MD - Skin,VD & Leprosy",19,MG Road,Bangalore,89,4844,1309,700
Dr. Juvita Rasquinha,Dermatologist,"MBBS, DDVL",17,Indiranagar,Bangalore,91,675,437,500
Dr. Jyothi Menon,Dermatologist,"MBBS, DDVL",21,Koramangala 7 Block,Bangalore,96,53,31,600
Dr. Sankeerth Vijayakumar,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,HSR Layout,Bangalore,96,425,149,600
Dr. Janet Alexander Castelino,Dermatologist,"MBBS, MD - Dermatology",29,HSR Layout,Bangalore,92,8004,3223,1000
Dr. Sheelavathi Natraj,Dermatologist,"MBBS, DDVL",18,JP Nagar,Bangalore,94,1303,558,700
Dr. Shashidhar T,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Jayanagar 4 Block,Bangalore,98,5357,694,700
Dr. Shivashankar B. Sajjanshetty,Dermatologist,"MBBS, DDVL",18,JP Nagar 2 Phase,Bangalore,97,2246,330,750
Dr. Harish Prasad B.R,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",15,BTM Layout,Bangalore,96,649,332,700
Dr. Radhakrishna Bhat,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",24,HSR Layout,Bangalore,95,287,112,1000
Dr. Kavya Nayak,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,Sarjapur Road,Bangalore,96,1157,516,700
Dr. Sandeep Mahapatra,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",17,Marathahalli,Bangalore,91,1840,873,800
Dr. Varsha.R,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,HSR Layout,Bangalore,95,353,208,1000
Dr. Neelima Sharma,Dermatologist,"MBBS, DNB - Dermatology, Venereology & Leprosy",23,Jayanagar 9 Block,Bangalore,95,74,26,650
Dr. Sujaya S.N.,Dermatologist,"MBBS, DDVL",18,HRBR Layout,Bangalore,98,497,116,600
Dr. Govind S Mittal,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Jayanagar,Bangalore,98,1047,334,800
Dr. Smitha Warrier,Dermatologist,"MBBS, MD - Dermatology and Venerology",19,Bannerghatta Road,Bangalore,76,88,25,850
Dr. Charulatha K S,Dermatologist,"DNB - Dermatology, Venereology & Leprosy, DDVL, MBBS",5,Bannerghatta Road,Bangalore,100,0,4,400
Dr. K C Dharam Kumar,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",8,JP Nagar,Bangalore,99,164,143,750
Dr. Shiny T.N,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",13,Jayanagar,Bangalore,92,142,89,750
Dr. Abhilasha M D,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",8,JP Nagar,Bangalore,97,138,117,750
Dr. Dilshad Shetty,Dermatologist,"MBBS, DDVL",17,HRBR Layout,Bangalore,97,75,52,600
Dr. Swetha Gutha,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Harlur,Bangalore,97,179,97,500
Dr. Aishwarya Radhakrishna,Dermatologist,"MBBS, DDVL",14,Jayanagar 5 Block,Bangalore,91,106,46,600
Dr. Namrata Singh,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,HSR Layout,Bangalore,100,32,15,600
Dr. Sudheendra Udbalker,Dermatologist,"MBBS, DNB - Dermatology & Venereology, DDVL",21,Bannerghatta Road,Bangalore,97,199,68,850
Dr. Swetha Gowda,Dermatologist,"MBBS, MD - Dermatology",11,Indiranagar,Bangalore,92,88,60,600
Dr. Sanjana Shivashankar,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Indiranagar,Bangalore,95,87,63,650
Dr. Haritha Ravipati,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Ulsoor,Bangalore,98,55,52,600
Dr. Hari Kishan Kumar,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",16,Kengeri,Bangalore,83,63,16,700
Dr. Aradhana Sood,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",22,Hebbal,Bangalore,0,0,0,1090
Dr. Rethvi Tej,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS, DNB - Dermatology, Venereology & Leprosy",12,Sadashivanagar,Bangalore,98,55,35,600
Dr. Chandrashekara Aithal,Dermatologist,"MBBS, DVD",32,BTM Layout 2nd Stage,Bangalore,86,165,79,500
Dr. Hema S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Sadashivanagar,Bangalore,97,34,27,600
Dr. Suvina attavar,Dermatologist,"DDVL, MBBS",9,Whitefield,Bangalore,98,324,192,600
Dr. Sravya C Tipirneni,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Whitefield,Bangalore,100,0,5,900
Dr. Vanita Mathew,Dermatologist,"MBBS, DDVL",15,Bannerghatta Road,Bangalore,67,0,0,850
Dr. Pavithra H N,Dermatologist,"MBBS, DDVL",13,Jayanagar 7 Block,Bangalore,98,66,58,600
Dr. J Prasad,Dermatologist,"MBBS, DVD",12,Indiranagar,Bangalore,97,1323,79,600
Dr. Rakesh Reddy,Dermatologist,"MBBS, Master of Public Health (MPH), DDVL",23,Sanjay Nagar,Bangalore,94,85,40,500
Dr. Kavya K,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Horamavu,Bangalore,99,206,74,400
Dr. Kisalay Saurav,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",19,Kalyan Nagar,Bangalore,94,402,110,700
Dr. Neha Gupta,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",21,Indiranagar,Bangalore,95,37,21,800
Dr. Shankar D Desai,Dermatologist,"MBBS, MD - Skin,VD & Leprosy",37,Yeshwanthpur,Bangalore,65,20,10,850
Dr. Sridhar Gogineni,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",16,Marathahalli,Bangalore,98,850,312,600
Dr. Shruthi M K,Dermatologist,"MBBS, DDVL",13,Jayanagar 5 Block,Bangalore,98,86,59,600
Dr. Jaya Sathvika Varre,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,HRBR Layout,Bangalore,93,44,42,600
Dr. Manoj Srinivas,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Indiranagar,Bangalore,96,24,22,600
Dr. Sharanya Babu K,Dermatologist,"MBBS, DDVL",13,Basavanagudi,Bangalore,96,27,20,600
Dr. Bhavyashree U G,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Kalyan Nagar,Bangalore,86,56,39,700
Dr. Madan Kumar B J,Dermatologist,"MBBS, DDVL",11,Old Airport Road,Bangalore,92,224,57,750
Dr. Safia Tanyeem,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Koramangala 5 Block,Bangalore,92,79,42,700
Dr. Samatha M Swamy,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Bellandur,Bangalore,100,25,21,650
Dr. Akshi Bansal,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Whitefield,Bangalore,0,0,0,600
Dr. Bhavishya Shetty,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",4,HSR Layout,Bangalore,100,0,1,600
Dr. Sanjay S Desai,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,RT Nagar,Bangalore,94,66,60,500
Dr. Shishira R J,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",10,HSR Layout,Bangalore,94,361,224,1000
Dr. Neelima Ravipati,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Ulsoor,Bangalore,97,144,121,600
Dr. Kavya H Reganti,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",4,JP Nagar,Bangalore,100,0,7,600
Dr. Deepa,Dermatologist,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy",14,Sarjapur Road,Bangalore,98,279,87,600
Dr. Sneha Sood,Dermatologist,"MBBS, DDVL",10,Indiranagar,Bangalore,97,113,77,500
Dr. Poovamma A S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",8,HSR Layout,Bangalore,95,19,15,600
Dr. Kiran Joshy,Dermatologist,"MBBS, DDVL",14,RT Nagar,Bangalore,96,210,136,600
Dr. Prakruthi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,HSR Layout,Bangalore,100,49,44,600
Dr. Priya Vernekar,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Whitefield,Bangalore,100,18,16,600
Dr. Rashmika Reddy,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Indiranagar,Bangalore,94,36,35,600
Dr. Ashalatha,Dermatologist,"DDVL, MBBS",14,Banashankari 3rd Stage,Bangalore,91,43,37,500
Dr. Anoop Gopal D S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Koramangala 7 Block,Bangalore,91,43,42,600
Dr. Shraddha Kololgi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",6,Jayanagar 4 Block,Bangalore,100,34,27,600
Dr. Prerna Sikka,Dermatologist,"MBBS, DDVL",12,Indiranagar,Bangalore,0,0,0,800
Dr. Radhika S R,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Mahalakshmi Layout,Bangalore,100,21,17,600
Dr. Yogeesh H R,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",29,Koramangala 4 Block,Bangalore,94,805,166,800
Dr. Jaidev N.C,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Millers Road,Bangalore,90,21,7,1000
Dr. Abhijna Rai,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",9,Whitefield,Bangalore,95,19,18,600
Dr. Midhuna PV,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",4,Whitefield,Bangalore,100,0,4,600
Dr. Renu Nair,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,HSR Layout,Bangalore,97,303,127,600
Dr. Praveen Rodrigues,Dermatologist,"MBBS, MD - Dermatology",26,Richmond Town,Bangalore,90,21,6,1000
Dr. Meghana Karlekar.R,Dermatologist,"MBBS, DDVL",8,Whitefield,Bangalore,100,0,4,600
Dr. Yasmin Abdul Rahman,Dermatologist,"MBBS, DDVL",14,Whitefield,Bangalore,99,1618,375,600
Dr. Shruthi C,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Jayanagar 4 Block,Bangalore,100,0,5,600
Dr. Akshitha Ratnakara Shetty,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Indiranagar,Bangalore,89,0,8,600
Dr. Premalatha,Dermatologist,"MBBS, MD - Dermatology",12,HRBR Layout,Bangalore,86,0,3,600
Dr. V Sreelalitha,Dermatologist,"MBBS, DVD",10,Whitefield,Bangalore,83,35,27,600
Dr. Raji Babu. G,Dermatologist,"DDVL, MBBS",7,Mahalakshmi Layout,Bangalore,100,0,6,600
Dr. Nikhita Shetty,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Koramangala 7 Block,Bangalore,100,0,10,600
Dr. Rashmi Ravindra,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Bannerghatta Road,Bangalore,67,0,4,850
Dr. Vandhana Manoharan,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",1,HRBR Layout,Bangalore,0,0,0,600
Dr. Vijendran Pragasam,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",18,Seshadripuram,Bangalore,100,11,7,800
Dr. Mariet Zacharias,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",6,Jayanagar 5 Block,Bangalore,100,0,7,600
Dr. Sowmya M,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Sarjapur Road,Bangalore,95,66,49,700
Dr. Anusha Akilesh,Dermatologist,"DDVL, MBBS",8,HRBR Layout,Bangalore,96,46,40,600
Dr. Sheetal Srinivas,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Sadashivanagar,Bangalore,100,0,6,600
Dr. Vennela Reddy,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",4,Whitefield,Bangalore,89,0,7,600
Dr. Mikki Singh,Dermatologist,"MBBS, DDVL",16,Indiranagar,Bangalore,67,0,3,1000
Dr. Aryambika Krishnan,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Yelahanka New Town,Bangalore,0,0,0,600
Dr. Navya S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",5,HSR Layout,Bangalore,0,0,0,500
Dr. Varsha C B,Dermatologist,"MBBS, DVD",4,Sarjapur Road,Bangalore,33,0,4,650
Dr. Ambresh Badad,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Sarjapur Road,Bangalore,97,31,20,300
Dr. Amrutha,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",13,Vijayanagar,Bangalore,70,27,15,1000
Dr. Abdul Samad,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD",29,Electronics City,Bangalore,94,71,27,550
Dr. Priyanka K,Dermatologist,"MBBS, DNB - Dermatology, Venereology & Leprosy, MD - Dermatology , Venereology & Leprosy",6,Mahadevapura,Bangalore,100,0,8,700
Dr. Abhiram Rayapati,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",11,Kumaraswamy Layout,Bangalore,100,0,0,600
Dr. Sindhu.P.S,Dermatologist,"MBBS, DDVL, DNB - Dermatology & Venereology",12,Bellandur,Bangalore,60,0,2,600
Dr. Sindhujaa Sreekanth S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",3,Koramangala 7 Block,Bangalore,88,0,8,600
Dr. Lavina Mittal,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",2,HSR Layout,Bangalore,90,0,9,600
Dr. Sanjay Thejaswi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,Singasandra,Bangalore,82,17,11,500
Dr. Abhishek Ponathil,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Kadugodi,Bangalore,100,0,5,750
Dr. Shantini Vijayasuriar,Dermatologist,"DDVL, MBBS",6,Millers Road,Bangalore,50,0,1,1000
Dr. Vignessh Raj,Dermatologist,"MBBS, DDVL",15,Whitefield,Bangalore,99,873,267,600
Dr. Namitha S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",4,Sarjapur Road,Bangalore,0,0,0,600
Dr. Rajdeep,Dermatologist,"MBBS, DDVL",13,JP Nagar 2 Phase,Bangalore,96,620,164,750
Dr. A Aruna Prasad,Dermatologist,"MBBS, DVD",26,Yeshwanthpur,Bangalore,90,891,166,850
Dr. Vani M,Dermatologist,"MBBS, DVD",27,Sanjay Nagar,Bangalore,97,699,280,500
Dr. Varsha S Patil,Dermatologist,"MBBS, DDVL",13,Kalyan Nagar,Bangalore,97,62,38,700
Dr. Priyadarshini M,Dermatologist,"MD - Dermatology, MBBS",11,Hebbal,Bangalore,98,65,32,1090
Dr. Sachith Abraham,Dermatologist,"MD - Skin & VD, MBBS",29,Koramangala,Bangalore,95,1381,185,1200
Dr. Sandhyarani K,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Sanjay Nagar,Bangalore,100,11,5,500
Dr. Priya J Talageri,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",17,Marathahalli,Bangalore,98,5443,1418,650
Dr. Nithya Raghunath,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Kalyan Nagar,Bangalore,96,4114,663,700
Dr. Kiran Kattishettar,Dermatologist,"MBBS, MD - Dermatology",32,Hebbal,Bangalore,100,0,3,1000
Dr. Ravi N. Hiremagalore,Dermatologist,"MBBS, MD - Dermatology, DVD",27,Old Airport Road,Bangalore,94,420,60,900
Dr. Sohandas Shetty B,Dermatologist,"MBBS, DDVL",25,Bannerghatta Road,Bangalore,96,676,202,450
Dr. Ashish B Shetty,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",11,Bilekahalli,Bangalore,99,104,51,400
Dr. Kanchan S Topgi,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",8,HSR Layout,Bangalore,100,0,1,600
Dr. Meera Sreedhar,Dermatologist,"MBBS, MD - Skin & VD",28,Indiranagar,Bangalore,86,0,1,500
Dr. Akhilesh A,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",13,New BEL Road,Bangalore,95,389,28,500
Dr. Niranjana Raj,Dermatologist,"MBBS, MD - Dermatology",13,Whitefield,Bangalore,99,3372,768,750
Dr. Swagata Chakrabarty,Dermatologist,"MBBS, MD - Dermatology",12,Indiranagar,Bangalore,89,0,6,650
Dr. Anupama MP,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",14,Jayanagar 4 Block,Bangalore,96,23,14,650
Dr. Veena Rao,Dermatologist,"MBBS, Diploma in Dermatology",23,Jayanagar 5 Block,Bangalore,96,203,137,600
Dr. Savitha D. R,Dermatologist,"MBBS, MD - Dermatology",21,Malleswaram,Bangalore,95,250,76,650
Dr. Gogineni Deepti Walvekar,Dermatologist,"MBBS, DDVL",14,Marathahalli,Bangalore,91,93,44,600
Dr. Arundathi Nagaraj,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",15,Indiranagar,Bangalore,95,381,249,700
Dr. Vishnu M Moodalgiri,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Electronics City,Bangalore,97,32,15,700
Dr. Divya Gupta,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Old Airport Road,Bangalore,100,0,2,900
Dr. Priyanka Reddy,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",12,Kalyan Nagar,Bangalore,92,481,326,1500
Dr. Girish C Panth,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",33,Bannerghatta Road,Bangalore,73,11,4,850
Dr. S C Rajendran,Dermatologist,"MBBS, MD - Dermatology",43,Ashoknagar,Bangalore,68,666,106,800
Dr. Mukesh Ramnane,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD",39,Old Airport Road,Bangalore,74,31,10,750
Dr. Priyanka R Kuri,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",8,Whitefield,Bangalore,100,22,10,700
Dr. Arun Kumar S,Dermatologist,"MBBS, DVD, DNB - Dermatology & Venereology",25,Old Airport Road,Bangalore,87,53,26,750
Dr. Shruthi B R,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",4,Jayanagar,Bangalore,100,0,8,600
Dr. Rohini Krishnamoorthy,Dermatologist,"MBBS, MD - Dermatology",36,Richmond Town,Bangalore,91,78,45,600
Dr. Shekar Y N,Dermatologist,"MBBS, DVD",36,Basavanagudi,Bangalore,93,15,6,300
Dr. Shashi Kiran A R,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Electronics City,Bangalore,97,117,66,550
Dr. Eswari.L,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",21,Jayanagar 4 Block,Bangalore,100,0,2,500
Dr. Revanth BN,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",14,Jayanagar 3 Block,Bangalore,100,40,26,500
Dr. Mamatha P Singuru,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",13,Jeevanbhimanagar,Bangalore,54,13,11,500
Dr. Kala Vimal,Dermatologist,"MBBS, DDVL",21,Indiranagar,Bangalore,81,21,4,500
Dr. ABHINEETHA HOSTHOTA,Dermatologist,"MBBS, MD - Dermatology",12,JP Nagar 7 Phase,Bangalore,100,0,6,600
Dr. Seema Srinivasa,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",13,Rajarajeshwarinagar,Bangalore,98,131,63,600
Dr. Saroja Devi H S,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",5,Bannerghatta Road,Bangalore,100,0,2,400
Dr. Chetana,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",18,Sadashivanagar,Bangalore,96,46,44,600
Dr. Dinesh Gowda,Dermatologist,"MBBS, DVD",34,Indiranagar,Bangalore,63,0,3,500
Dr. S Roohi Nazneen,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",10,Harlur,Bangalore,100,13,11,500
Dr. Shoba S M,Dermatologist,"MBBS, DDVL",9,Seshadripuram,Bangalore,0,0,0,740
Dr. Shwetha H P,Dermatologist,"MBBS, DVD",10,Sarjapur Road,Bangalore,95,19,18,600
Dr. Vasudha Varda,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",8,Jayanagar,Bangalore,0,0,0,600
Dr. Sudha Rani Badri,Dermatologist,"MBBS, DDVL",15,Kundalahalli,Bangalore,0,0,0,600
Dr. Sindhu Hiremath,Dermatologist,"MD - Dermatology , Venereology & Leprosy, MBBS",3,Electronics City,Bangalore,0,0,0,700
Dr. Adrian Mario Dsouza,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",9,Ashoknagar,Bangalore,0,0,0,800
Dr. Poojita B S,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",5,Jayanagar 4 Block,Bangalore,0,0,0,650
Dr. Bantwal Priya Baliga,Dermatologist,"MBBS, MD - Dermatology , Venereology & Leprosy",7,HSR Layout,Bangalore,0,0,0,500
Dr. Sahana P Raju,Dermatologist,"MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy, MBBS",6,Ashoknagar,Bangalore,0,0,0,800
Dr. Mahesh G (Physiotherapist),Physiotherapist,BPTh/BPT,15,Jayanagar,Bangalore,98,1248,358,500
Dr. Pratik Desai (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",12,HSR Layout,Bangalore,99,510,290,600
Dr. Palanivel Mayavan (Physiotherapist),Physiotherapist,"MPTh/MPT - Sports Physiotherapy, BPTh/BPT",23,Malleswaram,Bangalore,97,76,42,600
Dr. Archita Tiwari (Physiotherapist),Physiotherapist,BPTh/BPT,5,Koramangala 6 Block,Bangalore,99,260,236,400
Dr. Dimpy Gohrani (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",10,Hebbal,Bangalore,100,46,40,500
Dr. Aamir K. (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",11,HSR Layout,Bangalore,98,165,129,600
Dr. Shruti Ganatra (Physiotherapist),Physiotherapist,BPTh/BPT,16,CV Raman Nagar,Bangalore,100,139,110,400
Dr. Richa Singh,Physiotherapist,BPTh/BPT,14,HSR Layout,Bangalore,93,232,202,700
Dr. Jyoti Raghavendra (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",16,Marathahalli,Bangalore,94,730,175,400
Dr. Suresh Babu (Physiotherapist),Physiotherapist,BPTh/BPT,21,Marathahalli,Bangalore,85,72,34,400
Dr. Himanshu Vaidya (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",17,RMV 2nd Stage,Bangalore,100,64,25,400
Dr. Kishori Vaidya (Physiotherapist),Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy,14,RMV 2nd Stage,Bangalore,100,16,2,400
Dr. Shruti Jain (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",14,Whitefield,Bangalore,98,59,45,500
Dr. Aditi Singh (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",18,Jayanagar 9 Block,Bangalore,98,127,35,500
Dr. Bhagya Sri (Physiotherapist),Physiotherapist,BPTh/BPT,4,Whitefield,Bangalore,100,0,2,300
Dr. Gaurav Sheel (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,12,Kundalahalli,Bangalore,94,16,15,500
Dr. Vanitha Pudukapu (Physiotherapist),Physiotherapist,BPTh/BPT,13,Whitefield,Bangalore,100,19,17,300
Dr. P.V Rajan (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",13,Frazer Town,Bangalore,98,169,113,400
Dr. Nivrith Chambra (Physiotherapist),Physiotherapist,BPTh/BPT,9,CV Raman Nagar,Bangalore,100,139,101,400
Dr. Veena Sisodia (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",18,HSR Layout,Bangalore,86,14,11,500
Dr. Archishubhra Pal (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",16,Hennur,Bangalore,98,208,76,400
Dr. V.Premalatha (Physiotherapist),Physiotherapist,BPTh/BPT,10,HRBR Layout,Bangalore,100,0,4,500
Dr. Shakunthala K (Physiotherapist),Physiotherapist,BPTh/BPT,7,Indiranagar,Bangalore,100,0,1,400
